Pipeline	Screen	TP	FN	FN+FP	affected
test_AA10.5_filter4	MAL	1	2	0	3
test_AA10.5_filter4	MCAD	53	42	2	97
test_AA10.5_filter4	MCD	1	2	0	3
test_AA10.5_filter4	MSUD	5	5	0	10
test_AA10.5_filter4	OTC	5	0	0	5
test_AA10.5_filter4	PA/MMA	32	20	0	52
test_AA10.5_filter4	PKU	21	4	0	25
test_AA10.5_filter4	SCAD	11	19	1	31
test_AA10.5_filter4	TFP	1	2	0	3
test_AA10.5_filter4	TYRO1	5	1	0	6
test_AA10.5_filter4	VLCAD	14	13	0	27
test_AA10.9.NoOneGene_batch3	3MCC	13	4	0	17
test_AA10.9.NoOneGene_batch3	ARG	2	0	0	2
test_AA10.9.NoOneGene_batch3	BKT	2	0	0	2
test_AA10.9.NoOneGene_batch3	CIT	16	1	0	17
test_AA10.9.NoOneGene_batch3	CPT II	5	2	0	7
test_AA10.9.NoOneGene_batch3	CTD	21	8	1	30
test_AA10.9.NoOneGene_batch3	GA-I	22	4	1	27
test_AA10.9.NoOneGene_batch3	GA2	5	1	0	6
test_AA10.9.NoOneGene_batch3	HCY	7	2	1	10
test_AA10.9.NoOneGene_batch3	HYPRO	0	3	0	3
test_AA10.9.NoOneGene_batch3	IVA	18	5	1	24
test_AA10.9.NoOneGene_batch3	LCHAD	7	0	0	7
test_AA10.9.NoOneGene_batch3	MAL	2	3	0	5
test_AA10.9.NoOneGene_batch3	MCAD	106	10	1	117
test_AA10.9.NoOneGene_batch3	MCD	1	3	0	4
test_AA10.9.NoOneGene_batch3	MSUD	17	2	0	19
test_AA10.9.NoOneGene_batch3	OTC	4	0	0	4
test_AA10.9.NoOneGene_batch3	PA/MMA	52	14	1	67
test_AA10.9.NoOneGene_batch3	PKU	25	6	0	31
test_AA10.9.NoOneGene_batch3	SCAD	22	12	2	36
test_AA10.9.NoOneGene_batch3	TFP	2	0	0	2
test_AA10.9.NoOneGene_batch3	TYRO1	6	0	0	6
test_AA10.9.NoOneGene_batch3	VLCAD	31	6	0	37
test_AA10.3_filter4	3MCC	9	4	0	13
test_AA10.3_filter4	ARG	1	0	0	1
test_AA10.3_filter4	BKT	2	0	0	2
test_AA10.3_filter4	CIT	13	1	0	14
test_AA10.3_filter4	CPT II	3	3	0	6
test_AA10.3_filter4	CTD	16	6	2	24
test_AA10.3_filter4	GA-I	20	3	0	23
test_AA10.3_filter4	GA2	5	0	0	5
test_AA10.3_filter4	HCY	5	1	1	7
test_AA10.3_filter4	HYPRO	0	1	0	1
test_AA10.3_filter4	IVA	14	5	1	20
test_AA10.3_filter4	LCHAD	6	0	0	6
test_AA10.3_filter4	MAL	2	1	0	3
test_AA10.3_filter4	MCAD	87	10	0	97
test_AA10.3_filter4	MCD	1	2	0	3
test_AA10.3_filter4	MSUD	9	1	0	10
test_AA10.3_filter4	OTC	5	0	0	5
test_AA10.3_filter4	PA/MMA	40	11	1	52
test_AA10.3_filter4	PKU	21	4	0	25
test_AA10.3_filter4	SCAD	21	9	1	31
test_AA10.3_filter4	TFP	3	0	0	3
test_AA10.3_filter4	TYRO1	6	0	0	6
test_AA10.3_filter4	VLCAD	21	6	0	27
val_AA10.6.NonSyn.005_filter2	3MCC	8	7	0	15
val_AA10.6.NonSyn.005_filter2	BKT	1	0	0	1
val_AA10.6.NonSyn.005_filter2	CIT	2	3	1	6
val_AA10.6.NonSyn.005_filter2	CTD	4	4	1	9
val_AA10.6.NonSyn.005_filter2	GA-I	1	0	0	1
val_AA10.6.NonSyn.005_filter2	GA2	3	1	0	4
val_AA10.6.NonSyn.005_filter2	HCY	0	1	0	1
val_AA10.6.NonSyn.005_filter2	IVA	1	2	0	3
val_AA10.6.NonSyn.005_filter2	MCAD	14	3	0	17
val_AA10.6.NonSyn.005_filter2	MCD	0	1	0	1
val_AA10.6.NonSyn.005_filter2	MSUD	1	1	1	3
val_AA10.6.NonSyn.005_filter2	OTC	3	2	0	5
val_AA10.6.NonSyn.005_filter2	PA/MMA	3	6	0	9
val_AA10.6.NonSyn.005_filter2	PKU	22	17	0	39
val_AA10.6.NonSyn.005_filter2	SCAD	8	9	0	17
val_AA10.6.NonSyn.005_filter2	TFP	0	1	0	1
val_AA10.6.NonSyn.005_filter2	VLCAD	2	3	0	5
AA10.3_batch1	3MCC	14	1	0	15
AA10.3_batch1	BKT	1	0	0	1
AA10.3_batch1	CIT	5	2	0	7
AA10.3_batch1	CTD	9	0	0	9
AA10.3_batch1	GA-I	1	0	0	1
AA10.3_batch1	GA2	3	1	0	4
AA10.3_batch1	HCY	1	0	0	1
AA10.3_batch1	IVA	1	2	0	3
AA10.3_batch1	MCAD	16	1	0	17
AA10.3_batch1	MCD	1	0	0	1
AA10.3_batch1	MSUD	2	1	0	3
AA10.3_batch1	OTC	3	2	0	5
AA10.3_batch1	PA/MMA	8	1	0	9
AA10.3_batch1	PKU	39	0	0	39
AA10.3_batch1	SCAD	9	8	0	17
AA10.3_batch1	TFP	1	0	0	1
AA10.3_batch1	VLCAD	5	0	0	5
val_AA10.4_filter4	3MCC	11	0	0	11
val_AA10.4_filter4	CIT	3	2	0	5
val_AA10.4_filter4	CTD	9	0	0	9
val_AA10.4_filter4	GA-I	1	0	0	1
val_AA10.4_filter4	GA2	2	0	0	2
val_AA10.4_filter4	HCY	0	1	0	1
val_AA10.4_filter4	IVA	2	0	0	2
val_AA10.4_filter4	MCAD	11	1	0	12
val_AA10.4_filter4	MCD	1	0	0	1
val_AA10.4_filter4	MSUD	1	1	0	2
val_AA10.4_filter4	OTC	3	0	0	3
val_AA10.4_filter4	PA/MMA	8	1	0	9
val_AA10.4_filter4	PKU	31	1	0	32
val_AA10.4_filter4	SCAD	8	7	0	15
val_AA10.4_filter4	TFP	1	0	0	1
val_AA10.4_filter4	VLCAD	4	0	0	4
AA10.6.NonSyn.005_filter1	3MCC	19	22	1	42
AA10.6.NonSyn.005_filter1	ARG	1	1	1	3
AA10.6.NonSyn.005_filter1	BKT	1	2	0	3
AA10.6.NonSyn.005_filter1	CIT	18	10	1	29
AA10.6.NonSyn.005_filter1	CPT I	0	1	0	1
AA10.6.NonSyn.005_filter1	CPT II	1	7	0	8
AA10.6.NonSyn.005_filter1	CTD	20	20	3	43
AA10.6.NonSyn.005_filter1	GA-I	21	11	0	32
AA10.6.NonSyn.005_filter1	GA2	7	4	0	11
AA10.6.NonSyn.005_filter1	HCY	5	4	2	11
AA10.6.NonSyn.005_filter1	HYPRO	0	2	0	2
AA10.6.NonSyn.005_filter1	IVA	19	15	2	36
AA10.6.NonSyn.005_filter1	LCHAD	2	7	0	9
AA10.6.NonSyn.005_filter1	MAL	1	5	0	6
AA10.6.NonSyn.005_filter1	MCAD	120	39	1	160
AA10.6.NonSyn.005_filter1	MCD	1	3	0	4
AA10.6.NonSyn.005_filter1	MSUD	13	10	2	25
AA10.6.NonSyn.005_filter1	OTC	9	5	0	14
AA10.6.NonSyn.005_filter1	PA/MMA	20	60	2	82
AA10.6.NonSyn.005_filter1	PKU	60	57	1	118
AA10.6.NonSyn.005_filter1	RMD	1	0	0	1
AA10.6.NonSyn.005_filter1	SCAD	31	48	1	80
AA10.6.NonSyn.005_filter1	TFP	1	3	0	4
AA10.6.NonSyn.005_filter1	TYRO1	3	4	0	7
AA10.6.NonSyn.005_filter1	VLCAD	23	21	0	44
AA10.6.NonSyn.02_batch3	3MCC	7	10	0	17
AA10.6.NonSyn.02_batch3	ARG	1	1	0	2
AA10.6.NonSyn.02_batch3	BKT	0	2	0	2
AA10.6.NonSyn.02_batch3	CIT	10	7	0	17
AA10.6.NonSyn.02_batch3	CPT II	1	5	1	7
AA10.6.NonSyn.02_batch3	CTD	12	14	4	30
AA10.6.NonSyn.02_batch3	GA-I	18	8	1	27
AA10.6.NonSyn.02_batch3	GA2	4	2	0	6
AA10.6.NonSyn.02_batch3	HCY	4	4	2	10
AA10.6.NonSyn.02_batch3	HYPRO	0	3	0	3
AA10.6.NonSyn.02_batch3	IVA	12	11	1	24
AA10.6.NonSyn.02_batch3	LCHAD	2	5	0	7
AA10.6.NonSyn.02_batch3	MAL	1	4	0	5
AA10.6.NonSyn.02_batch3	MCAD	86	27	4	117
AA10.6.NonSyn.02_batch3	MCD	1	3	0	4
AA10.6.NonSyn.02_batch3	MSUD	10	8	1	19
AA10.6.NonSyn.02_batch3	OTC	4	0	0	4
AA10.6.NonSyn.02_batch3	PA/MMA	16	47	4	67
AA10.6.NonSyn.02_batch3	PKU	16	14	1	31
AA10.6.NonSyn.02_batch3	SCAD	17	16	3	36
AA10.6.NonSyn.02_batch3	TFP	1	1	0	2
AA10.6.NonSyn.02_batch3	TYRO1	2	4	0	6
AA10.6.NonSyn.02_batch3	VLCAD	21	16	0	37
val_AA10.2_filter4	3MCC	11	0	0	11
val_AA10.2_filter4	CIT	3	2	0	5
val_AA10.2_filter4	CTD	9	0	0	9
val_AA10.2_filter4	GA-I	1	0	0	1
val_AA10.2_filter4	GA2	2	0	0	2
val_AA10.2_filter4	HCY	1	0	0	1
val_AA10.2_filter4	IVA	2	0	0	2
val_AA10.2_filter4	MCAD	11	1	0	12
val_AA10.2_filter4	MCD	1	0	0	1
val_AA10.2_filter4	MSUD	1	1	0	2
val_AA10.2_filter4	OTC	3	0	0	3
val_AA10.2_filter4	PA/MMA	9	0	0	9
val_AA10.2_filter4	PKU	32	0	0	32
val_AA10.2_filter4	SCAD	8	7	0	15
val_AA10.2_filter4	TFP	1	0	0	1
val_AA10.2_filter4	VLCAD	4	0	0	4
val_AA10.3	3MCC	14	1	0	15
val_AA10.3	BKT	1	0	0	1
val_AA10.3	CIT	5	2	0	7
val_AA10.3	CTD	9	0	0	9
val_AA10.3	GA-I	1	0	0	1
val_AA10.3	GA2	3	1	0	4
val_AA10.3	HCY	1	0	0	1
val_AA10.3	IVA	1	2	0	3
val_AA10.3	MCAD	16	1	0	17
val_AA10.3	MCD	1	0	0	1
val_AA10.3	MSUD	2	1	0	3
val_AA10.3	OTC	3	2	0	5
val_AA10.3	PA/MMA	8	1	0	9
val_AA10.3	PKU	39	0	0	39
val_AA10.3	SCAD	9	8	0	17
val_AA10.3	TFP	1	0	0	1
val_AA10.3	VLCAD	5	0	0	5
val_AA10.8_filter2	3MCC	3	12	0	15
val_AA10.8_filter2	BKT	0	1	0	1
val_AA10.8_filter2	CIT	3	3	0	6
val_AA10.8_filter2	CTD	5	4	0	9
val_AA10.8_filter2	GA-I	0	1	0	1
val_AA10.8_filter2	GA2	2	2	0	4
val_AA10.8_filter2	HCY	0	1	0	1
val_AA10.8_filter2	IVA	1	2	0	3
val_AA10.8_filter2	MCAD	5	12	0	17
val_AA10.8_filter2	MCD	0	1	0	1
val_AA10.8_filter2	MSUD	1	2	0	3
val_AA10.8_filter2	OTC	1	4	0	5
val_AA10.8_filter2	PA/MMA	5	4	0	9
val_AA10.8_filter2	PKU	36	3	0	39
val_AA10.8_filter2	SCAD	2	15	0	17
val_AA10.8_filter2	TFP	0	1	0	1
val_AA10.8_filter2	VLCAD	3	2	0	5
test_AA10.7_filter3	3MCC	5	17	0	22
test_AA10.7_filter3	ARG	1	2	0	3
test_AA10.7_filter3	BKT	0	2	0	2
test_AA10.7_filter3	CIT	11	11	0	22
test_AA10.7_filter3	CPT I	1	0	0	1
test_AA10.7_filter3	CPT II	2	4	0	6
test_AA10.7_filter3	CTD	12	15	2	29
test_AA10.7_filter3	GA-I	13	14	0	27
test_AA10.7_filter3	GA2	3	4	0	7
test_AA10.7_filter3	HCY	3	4	1	8
test_AA10.7_filter3	HYPRO	0	2	0	2
test_AA10.7_filter3	IVA	12	13	2	27
test_AA10.7_filter3	LCHAD	4	3	0	7
test_AA10.7_filter3	MAL	1	5	0	6
test_AA10.7_filter3	MCAD	68	59	1	128
test_AA10.7_filter3	MCD	1	2	0	3
test_AA10.7_filter3	MSUD	5	13	0	18
test_AA10.7_filter3	OTC	6	0	0	6
test_AA10.7_filter3	PA/MMA	41	23	0	64
test_AA10.7_filter3	PKU	50	6	0	56
test_AA10.7_filter3	SCAD	11	39	2	52
test_AA10.7_filter3	TFP	1	2	0	3
test_AA10.7_filter3	TYRO1	5	1	0	6
test_AA10.7_filter3	VLCAD	17	18	0	35
val_AA10.4_filter2	3MCC	14	1	0	15
val_AA10.4_filter2	BKT	1	0	0	1
val_AA10.4_filter2	CIT	4	2	0	6
val_AA10.4_filter2	CTD	9	0	0	9
val_AA10.4_filter2	GA-I	1	0	0	1
val_AA10.4_filter2	GA2	3	1	0	4
val_AA10.4_filter2	HCY	0	1	0	1
val_AA10.4_filter2	IVA	3	0	0	3
val_AA10.4_filter2	MCAD	16	1	0	17
val_AA10.4_filter2	MCD	1	0	0	1
val_AA10.4_filter2	MSUD	1	1	1	3
val_AA10.4_filter2	OTC	4	1	0	5
val_AA10.4_filter2	PA/MMA	8	1	0	9
val_AA10.4_filter2	PKU	37	2	0	39
val_AA10.4_filter2	SCAD	9	8	0	17
val_AA10.4_filter2	TFP	1	0	0	1
val_AA10.4_filter2	VLCAD	4	1	0	5
AA10.6.NonSyn.01_filter4	3MCC	10	14	0	24
AA10.6.NonSyn.01_filter4	ARG	1	0	0	1
AA10.6.NonSyn.01_filter4	BKT	0	2	0	2
AA10.6.NonSyn.01_filter4	CIT	11	7	1	19
AA10.6.NonSyn.01_filter4	CPT II	1	5	0	6
AA10.6.NonSyn.01_filter4	CTD	13	16	4	33
AA10.6.NonSyn.01_filter4	GA-I	15	9	0	24
AA10.6.NonSyn.01_filter4	GA2	5	2	0	7
AA10.6.NonSyn.01_filter4	HCY	3	4	1	8
AA10.6.NonSyn.01_filter4	HYPRO	0	1	0	1
AA10.6.NonSyn.01_filter4	IVA	8	13	1	22
AA10.6.NonSyn.01_filter4	LCHAD	2	3	1	6
AA10.6.NonSyn.01_filter4	MAL	1	2	0	3
AA10.6.NonSyn.01_filter4	MCAD	81	27	1	109
AA10.6.NonSyn.01_filter4	MCD	1	3	0	4
AA10.6.NonSyn.01_filter4	MSUD	7	5	0	12
AA10.6.NonSyn.01_filter4	OTC	6	2	0	8
AA10.6.NonSyn.01_filter4	PA/MMA	16	43	2	61
AA10.6.NonSyn.01_filter4	PKU	31	26	0	57
AA10.6.NonSyn.01_filter4	SCAD	24	20	2	46
AA10.6.NonSyn.01_filter4	TFP	1	3	0	4
AA10.6.NonSyn.01_filter4	TYRO1	3	3	0	6
AA10.6.NonSyn.01_filter4	VLCAD	16	15	0	31
val_AA10.1_filter3	3MCC	11	0	0	11
val_AA10.1_filter3	CIT	3	2	0	5
val_AA10.1_filter3	CTD	9	0	0	9
val_AA10.1_filter3	GA-I	1	0	0	1
val_AA10.1_filter3	GA2	2	0	0	2
val_AA10.1_filter3	HCY	1	0	0	1
val_AA10.1_filter3	IVA	2	0	0	2
val_AA10.1_filter3	MCAD	11	1	0	12
val_AA10.1_filter3	MCD	1	0	0	1
val_AA10.1_filter3	MSUD	1	1	0	2
val_AA10.1_filter3	OTC	3	0	0	3
val_AA10.1_filter3	PA/MMA	9	0	0	9
val_AA10.1_filter3	PKU	32	0	0	32
val_AA10.1_filter3	SCAD	8	7	0	15
val_AA10.1_filter3	TFP	1	0	0	1
val_AA10.1_filter3	VLCAD	4	0	0	4
test_AA10.6.NonSyn.01_batch2	3MCC	6	6	1	13
test_AA10.6.NonSyn.01_batch2	ARG	0	1	1	2
test_AA10.6.NonSyn.01_batch2	CIT	6	2	1	9
test_AA10.6.NonSyn.01_batch2	CPT I	0	1	0	1
test_AA10.6.NonSyn.01_batch2	CPT II	0	1	0	1
test_AA10.6.NonSyn.01_batch2	CTD	6	2	0	8
test_AA10.6.NonSyn.01_batch2	GA-I	5	3	0	8
test_AA10.6.NonSyn.01_batch2	GA2	0	2	0	2
test_AA10.6.NonSyn.01_batch2	HCY	1	0	0	1
test_AA10.6.NonSyn.01_batch2	IVA	10	2	1	13
test_AA10.6.NonSyn.01_batch2	LCHAD	0	1	1	2
test_AA10.6.NonSyn.01_batch2	MAL	0	1	0	1
test_AA10.6.NonSyn.01_batch2	MCAD	32	8	0	40
test_AA10.6.NonSyn.01_batch2	MSUD	2	1	0	3
test_AA10.6.NonSyn.01_batch2	OTC	3	4	0	7
test_AA10.6.NonSyn.01_batch2	PA/MMA	4	9	1	14
test_AA10.6.NonSyn.01_batch2	PKU	27	33	1	61
test_AA10.6.NonSyn.01_batch2	RMD	1	2	0	3
test_AA10.6.NonSyn.01_batch2	SCAD	7	23	1	31
test_AA10.6.NonSyn.01_batch2	TFP	0	1	0	1
test_AA10.6.NonSyn.01_batch2	TYRO1	1	0	0	1
test_AA10.6.NonSyn.01_batch2	VLCAD	2	3	0	5
val_AA10.7_filter1	3MCC	3	12	0	15
val_AA10.7_filter1	BKT	0	1	0	1
val_AA10.7_filter1	CIT	3	3	0	6
val_AA10.7_filter1	CTD	7	2	0	9
val_AA10.7_filter1	GA-I	0	1	0	1
val_AA10.7_filter1	GA2	2	2	0	4
val_AA10.7_filter1	HCY	1	0	0	1
val_AA10.7_filter1	IVA	1	2	0	3
val_AA10.7_filter1	MCAD	5	12	0	17
val_AA10.7_filter1	MCD	0	1	0	1
val_AA10.7_filter1	MSUD	1	2	0	3
val_AA10.7_filter1	OTC	1	4	0	5
val_AA10.7_filter1	PA/MMA	6	3	0	9
val_AA10.7_filter1	PKU	37	2	0	39
val_AA10.7_filter1	SCAD	6	11	0	17
val_AA10.7_filter1	TFP	0	1	0	1
val_AA10.7_filter1	VLCAD	3	2	0	5
val_AA10.6.NonSyn.01_filter3	3MCC	7	4	0	11
val_AA10.6.NonSyn.01_filter3	CIT	2	2	1	5
val_AA10.6.NonSyn.01_filter3	CTD	4	4	1	9
val_AA10.6.NonSyn.01_filter3	GA-I	1	0	0	1
val_AA10.6.NonSyn.01_filter3	GA2	2	0	0	2
val_AA10.6.NonSyn.01_filter3	HCY	0	1	0	1
val_AA10.6.NonSyn.01_filter3	IVA	0	2	0	2
val_AA10.6.NonSyn.01_filter3	MCAD	10	2	0	12
val_AA10.6.NonSyn.01_filter3	MCD	0	1	0	1
val_AA10.6.NonSyn.01_filter3	MSUD	1	1	0	2
val_AA10.6.NonSyn.01_filter3	OTC	2	1	0	3
val_AA10.6.NonSyn.01_filter3	PA/MMA	4	5	0	9
val_AA10.6.NonSyn.01_filter3	PKU	17	15	0	32
val_AA10.6.NonSyn.01_filter3	SCAD	7	8	0	15
val_AA10.6.NonSyn.01_filter3	TFP	0	1	0	1
val_AA10.6.NonSyn.01_filter3	VLCAD	2	2	0	4
test_AA10.7_batch3	3MCC	6	11	0	17
test_AA10.7_batch3	ARG	1	1	0	2
test_AA10.7_batch3	BKT	0	2	0	2
test_AA10.7_batch3	CIT	9	8	0	17
test_AA10.7_batch3	CPT II	3	4	0	7
test_AA10.7_batch3	CTD	12	16	2	30
test_AA10.7_batch3	GA-I	14	12	1	27
test_AA10.7_batch3	GA2	3	3	0	6
test_AA10.7_batch3	HCY	4	5	1	10
test_AA10.7_batch3	HYPRO	0	3	0	3
test_AA10.7_batch3	IVA	10	13	1	24
test_AA10.7_batch3	LCHAD	4	3	0	7
test_AA10.7_batch3	MAL	1	4	0	5
test_AA10.7_batch3	MCAD	63	52	2	117
test_AA10.7_batch3	MCD	1	3	0	4
test_AA10.7_batch3	MSUD	6	13	0	19
test_AA10.7_batch3	OTC	4	0	0	4
test_AA10.7_batch3	PA/MMA	42	25	0	67
test_AA10.7_batch3	PKU	25	6	0	31
test_AA10.7_batch3	SCAD	11	24	1	36
test_AA10.7_batch3	TFP	1	1	0	2
test_AA10.7_batch3	TYRO1	5	1	0	6
test_AA10.7_batch3	VLCAD	19	18	0	37
test_AA10.2_batch2	3MCC	6	6	1	13
test_AA10.2_batch2	ARG	2	0	0	2
test_AA10.2_batch2	CIT	7	2	0	9
test_AA10.2_batch2	CPT I	1	0	0	1
test_AA10.2_batch2	CPT II	0	1	0	1
test_AA10.2_batch2	CTD	7	1	0	8
test_AA10.2_batch2	GA-I	8	0	0	8
test_AA10.2_batch2	GA2	1	1	0	2
test_AA10.2_batch2	HCY	1	0	0	1
test_AA10.2_batch2	IVA	13	0	0	13
test_AA10.2_batch2	LCHAD	2	0	0	2
test_AA10.2_batch2	MAL	0	1	0	1
test_AA10.2_batch2	MCAD	40	0	0	40
test_AA10.2_batch2	MSUD	3	0	0	3
test_AA10.2_batch2	OTC	5	2	0	7
test_AA10.2_batch2	PA/MMA	13	1	0	14
test_AA10.2_batch2	PKU	59	2	0	61
test_AA10.2_batch2	RMD	3	0	0	3
test_AA10.2_batch2	SCAD	9	21	1	31
test_AA10.2_batch2	TFP	1	0	0	1
test_AA10.2_batch2	TYRO1	1	0	0	1
test_AA10.2_batch2	VLCAD	5	0	0	5
AA10.6.NonSyn.005	3MCC	21	23	1	45
AA10.6.NonSyn.005	ARG	1	2	1	4
AA10.6.NonSyn.005	BKT	1	2	0	3
AA10.6.NonSyn.005	CIT	19	12	2	33
AA10.6.NonSyn.005	CPT I	0	1	0	1
AA10.6.NonSyn.005	CPT II	1	7	0	8
AA10.6.NonSyn.005	CTD	22	22	3	47
AA10.6.NonSyn.005	GA-I	24	12	0	36
AA10.6.NonSyn.005	GA2	7	5	0	12
AA10.6.NonSyn.005	HCY	5	5	2	12
AA10.6.NonSyn.005	HYPRO	0	3	0	3
AA10.6.NonSyn.005	IVA	23	15	2	40
AA10.6.NonSyn.005	LCHAD	2	7	0	9
AA10.6.NonSyn.005	MAL	1	5	0	6
AA10.6.NonSyn.005	MCAD	132	41	1	174
AA10.6.NonSyn.005	MCD	1	4	0	5
AA10.6.NonSyn.005	MSUD	13	10	2	25
AA10.6.NonSyn.005	OTC	10	6	0	16
AA10.6.NonSyn.005	PA/MMA	22	66	2	90
AA10.6.NonSyn.005	PKU	65	65	1	131
AA10.6.NonSyn.005	RMD	1	2	0	3
AA10.6.NonSyn.005	SCAD	31	52	1	84
AA10.6.NonSyn.005	TFP	1	3	0	4
AA10.6.NonSyn.005	TYRO1	3	4	0	7
AA10.6.NonSyn.005	VLCAD	25	22	0	47
AA10.6.NonSyn.005_filter2	3MCC	18	22	1	41
AA10.6.NonSyn.005_filter2	ARG	1	1	1	3
AA10.6.NonSyn.005_filter2	BKT	1	2	0	3
AA10.6.NonSyn.005_filter2	CIT	17	10	1	28
AA10.6.NonSyn.005_filter2	CPT I	0	1	0	1
AA10.6.NonSyn.005_filter2	CPT II	1	7	0	8
AA10.6.NonSyn.005_filter2	CTD	19	20	3	42
AA10.6.NonSyn.005_filter2	GA-I	20	11	0	31
AA10.6.NonSyn.005_filter2	GA2	7	4	0	11
AA10.6.NonSyn.005_filter2	HCY	4	4	2	10
AA10.6.NonSyn.005_filter2	HYPRO	0	2	0	2
AA10.6.NonSyn.005_filter2	IVA	17	15	2	34
AA10.6.NonSyn.005_filter2	LCHAD	2	7	0	9
AA10.6.NonSyn.005_filter2	MAL	1	5	0	6
AA10.6.NonSyn.005_filter2	MCAD	117	37	1	155
AA10.6.NonSyn.005_filter2	MCD	1	3	0	4
AA10.6.NonSyn.005_filter2	MSUD	13	10	2	25
AA10.6.NonSyn.005_filter2	OTC	9	5	0	14
AA10.6.NonSyn.005_filter2	PA/MMA	20	57	2	79
AA10.6.NonSyn.005_filter2	PKU	58	56	1	115
AA10.6.NonSyn.005_filter2	RMD	1	0	0	1
AA10.6.NonSyn.005_filter2	SCAD	30	46	1	77
AA10.6.NonSyn.005_filter2	TFP	1	3	0	4
AA10.6.NonSyn.005_filter2	TYRO1	3	3	0	6
AA10.6.NonSyn.005_filter2	VLCAD	21	20	0	41
test_AA10.2_filter4	3MCC	9	4	0	13
test_AA10.2_filter4	ARG	1	0	0	1
test_AA10.2_filter4	BKT	2	0	0	2
test_AA10.2_filter4	CIT	13	1	0	14
test_AA10.2_filter4	CPT II	3	3	0	6
test_AA10.2_filter4	CTD	16	6	2	24
test_AA10.2_filter4	GA-I	20	3	0	23
test_AA10.2_filter4	GA2	5	0	0	5
test_AA10.2_filter4	HCY	5	1	1	7
test_AA10.2_filter4	HYPRO	0	1	0	1
test_AA10.2_filter4	IVA	15	4	1	20
test_AA10.2_filter4	LCHAD	6	0	0	6
test_AA10.2_filter4	MAL	2	1	0	3
test_AA10.2_filter4	MCAD	87	9	1	97
test_AA10.2_filter4	MCD	1	2	0	3
test_AA10.2_filter4	MSUD	9	1	0	10
test_AA10.2_filter4	OTC	5	0	0	5
test_AA10.2_filter4	PA/MMA	40	11	1	52
test_AA10.2_filter4	PKU	21	4	0	25
test_AA10.2_filter4	SCAD	21	9	1	31
test_AA10.2_filter4	TFP	3	0	0	3
test_AA10.2_filter4	TYRO1	6	0	0	6
test_AA10.2_filter4	VLCAD	21	6	0	27
test_AA10.6_batch2	3MCC	6	6	1	13
test_AA10.6_batch2	ARG	2	0	0	2
test_AA10.6_batch2	CIT	7	2	0	9
test_AA10.6_batch2	CPT I	1	0	0	1
test_AA10.6_batch2	CPT II	0	1	0	1
test_AA10.6_batch2	CTD	7	1	0	8
test_AA10.6_batch2	GA-I	8	0	0	8
test_AA10.6_batch2	GA2	1	1	0	2
test_AA10.6_batch2	HCY	1	0	0	1
test_AA10.6_batch2	IVA	13	0	0	13
test_AA10.6_batch2	LCHAD	2	0	0	2
test_AA10.6_batch2	MAL	0	1	0	1
test_AA10.6_batch2	MCAD	39	1	0	40
test_AA10.6_batch2	MSUD	3	0	0	3
test_AA10.6_batch2	OTC	5	2	0	7
test_AA10.6_batch2	PA/MMA	13	1	0	14
test_AA10.6_batch2	PKU	59	2	0	61
test_AA10.6_batch2	RMD	3	0	0	3
test_AA10.6_batch2	SCAD	10	21	0	31
test_AA10.6_batch2	TFP	1	0	0	1
test_AA10.6_batch2	TYRO1	1	0	0	1
test_AA10.6_batch2	VLCAD	5	0	0	5
test_AA10.9.NoOneGene_filter4	3MCC	9	4	0	13
test_AA10.9.NoOneGene_filter4	ARG	1	0	0	1
test_AA10.9.NoOneGene_filter4	BKT	2	0	0	2
test_AA10.9.NoOneGene_filter4	CIT	13	1	0	14
test_AA10.9.NoOneGene_filter4	CPT II	3	3	0	6
test_AA10.9.NoOneGene_filter4	CTD	17	6	1	24
test_AA10.9.NoOneGene_filter4	GA-I	20	3	0	23
test_AA10.9.NoOneGene_filter4	GA2	5	0	0	5
test_AA10.9.NoOneGene_filter4	HCY	5	1	1	7
test_AA10.9.NoOneGene_filter4	HYPRO	0	1	0	1
test_AA10.9.NoOneGene_filter4	IVA	15	4	1	20
test_AA10.9.NoOneGene_filter4	LCHAD	6	0	0	6
test_AA10.9.NoOneGene_filter4	MAL	2	1	0	3
test_AA10.9.NoOneGene_filter4	MCAD	87	9	1	97
test_AA10.9.NoOneGene_filter4	MCD	1	2	0	3
test_AA10.9.NoOneGene_filter4	MSUD	9	1	0	10
test_AA10.9.NoOneGene_filter4	OTC	5	0	0	5
test_AA10.9.NoOneGene_filter4	PA/MMA	40	11	1	52
test_AA10.9.NoOneGene_filter4	PKU	21	4	0	25
test_AA10.9.NoOneGene_filter4	SCAD	21	9	1	31
test_AA10.9.NoOneGene_filter4	TFP	3	0	0	3
test_AA10.9.NoOneGene_filter4	TYRO1	6	0	0	6
test_AA10.9.NoOneGene_filter4	VLCAD	21	6	0	27
AA10.6.NonSyn.02_batch2	3MCC	6	5	2	13
AA10.6.NonSyn.02_batch2	ARG	0	1	1	2
AA10.6.NonSyn.02_batch2	CIT	6	2	1	9
AA10.6.NonSyn.02_batch2	CPT I	0	1	0	1
AA10.6.NonSyn.02_batch2	CPT II	0	1	0	1
AA10.6.NonSyn.02_batch2	CTD	6	2	0	8
AA10.6.NonSyn.02_batch2	GA-I	5	3	0	8
AA10.6.NonSyn.02_batch2	GA2	0	2	0	2
